Ticker,Industry
ITGR,Medical Devices
PLYA,Resorts & Casinos
SKLZ,Electronic Gaming & Multimedia
ALKS,Drug Manufacturers—Specialty & Generic
PLCE,Apparel Retail
TLIS,Medical Devices
AMRC,Engineering & Construction
SKM,Telecom Services
GRND,Software—Application
DOMH,Biotechnology
PCAR,Farm & Heavy Construction Machinery
HIMX,Semiconductors
CRKN,Specialty Chemicals
LLYVK,Entertainment
ML,Software—Application
VTOL,Oil & Gas Equipment & Services
TMC,Other Industrial Metals & Mining
KIM,REIT—Retail
ASB,Banks—Regional
PRTC,Biotechnology
KIRK,Home Improvement Retail
AROW,Banks—Regional
MCAF,Unknown
ROI,Unknown
CNSL,Telecom Services
GENK,Restaurants
CIEN,Communication Equipment
MRVI,Biotechnology
MUX,Other Precious Metals & Mining
PERF,Software—Application
TORO,Marine Shipping
AZ,Aerospace & Defense
MCAG,Shell Companies
NBIX,Drug Manufacturers—Specialty & Generic
FLUX,Electrical Equipment & Parts
LSXMB,Broadcasting
BKCC,Unknown
HCP,Software—Infrastructure
MCK,Medical Distribution
PYXS,Biotechnology
NXL,Medical Devices
GLAC,Shell Companies
PAY,Software—Infrastructure
SFL,Marine Shipping
NWE,Utilities—Regulated Electric
BSAC,Banks—Regional
PNW,Utilities—Regulated Electric
SKIN,Household & Personal Products
MASS,Medical Devices
LNG,Oil & Gas Midstream
ITP,Paper & Paper Products
NAT,Marine Shipping
HG,Insurance—Reinsurance
DSP,Software—Application
GTLS,Specialty Industrial Machinery
MSM,Industrial Distribution
ATAT,Lodging
TSE,Specialty Chemicals
OKTA,Software—Infrastructure
TUP,Packaging & Containers
USLM,Building Materials
INSG,Communication Equipment
XERS,Biotechnology
FOXO,Health Information Services
TPX,"Furnishings, Fixtures & Appliances"
ERIE,Insurance Brokers
PRFX,Drug Manufacturers—Specialty & Generic
ACRS,Diagnostics & Research
IOR,Mortgage Finance
MGYR,Banks—Regional
NVST,Medical Instruments & Supplies
GOTU,Education & Training Services
KRG,REIT—Retail
ACR,REIT—Mortgage
WALD,Household & Personal Products
CDLX,Advertising Agencies
GANX,Biotechnology
ES,Utilities—Regulated Electric
PRTH,Software—Infrastructure
IDR,Gold
VRNA,Biotechnology
BELFA,Electronic Components
MRM,Personal Services
CGAU,Gold
BTBD,Restaurants
UVSP,Banks—Regional
SNAP,Internet Content & Information
STG,Education & Training Services
AMBA,Semiconductor Equipment & Materials
ZI,Software—Application
MED,Personal Services
CPHI,Drug Manufacturers—Specialty & Generic
ICCT,Health Information Services
ZAPP,Auto Manufacturers
PRPH,Diagnostics & Research
GRMN,Scientific & Technical Instruments
HMN,Insurance—Property & Casualty
FARO,Scientific & Technical Instruments
BHC,Drug Manufacturers—Specialty & Generic
RM,Credit Services
SPSC,Software—Infrastructure
DCFC,Electrical Equipment & Parts
TDUP,Internet Retail
AACI,Shell Companies
ICMB,Asset Management
CRAI,Consulting Services
GRVY,Electronic Gaming & Multimedia
REGN,Biotechnology
YJ,Internet Retail
BWAY,Medical Devices
ECVT,Specialty Chemicals
AROC,Oil & Gas Equipment & Services
DAWN,Biotechnology
ACN,Information Technology Services
RSKD,Software—Application
SWKH,Asset Management
BAP,Banks—Regional
VFC,Apparel Manufacturing
MOG.A,Unknown
VOXX,Consumer Electronics
INVH,REIT—Residential
INO,Biotechnology
MSAI,Software—Infrastructure
ADTX,Biotechnology
SDA,Auto & Truck Dealerships
FTRE,Biotechnology
NVNO,Medical Devices
SEB,Conglomerates
CETX,Software—Infrastructure
SHPW,Specialty Industrial Machinery
HSTM,Health Information Services
BOOT,Apparel Retail
PBF,Oil & Gas Refining & Marketing
GFAI,Security & Protection Services
SWKS,Semiconductors
EHTH,Insurance Brokers
MMI,Real Estate Services
PACK,Packaging & Containers
NEM,Gold
BCSF,Asset Management
THR,Specialty Industrial Machinery
RCMT,Conglomerates
DHR,Diagnostics & Research
GPC,Auto Parts
CASI,Biotechnology
MSBI,Banks—Regional
SMR,Specialty Industrial Machinery
AMPX,Electrical Equipment & Parts
JD,Internet Retail
LFST,Medical Care Facilities
GDHG,Leisure
BCML,Banks—Regional
CRDL,Drug Manufacturers—Specialty & Generic
UNIT,REIT—Specialty
OFLX,Specialty Industrial Machinery
CLDX,Biotechnology
HUBC,Software—Infrastructure
WSBF,Banks—Regional
SVRA,Biotechnology
CHR,Advertising Agencies
PATK,"Furnishings, Fixtures & Appliances"
AIR,Aerospace & Defense
CSL,Building Products & Equipment
SNPO,Electronics & Computer Distribution
RUN,Solar
RVSB,Banks—Regional
ZTO,Integrated Freight & Logistics
BLDP,Specialty Industrial Machinery
VLTO,Pollution & Treatment Controls
EBTC,Banks—Regional
MRAI,Healthcare Plans
MSS,Grocery Stores
RAMP,Software—Infrastructure
CENT,Packaged Foods
TALO,Oil & Gas E&P
RBC,Tools & Accessories
COFS,Banks—Regional
LINC,Education & Training Services
CC,Specialty Chemicals
STKS,Restaurants
ZTEK,Medical Instruments & Supplies
URGN,Biotechnology
SMRT,Software—Application
CYCC,Biotechnology
AMPG,Communication Equipment
SBAC,REIT—Specialty
GBIO,Biotechnology
LX,Credit Services
BCH,Banks—Regional
LIXT,Biotechnology
SOTK,Scientific & Technical Instruments
COOL,Shell Companies
APD,Specialty Chemicals
BHM,REIT—Residential
LRCX,Semiconductor Equipment & Materials
UHT,REIT—Healthcare Facilities
RYZB,Unknown
IP,Packaging & Containers
IMTX,Biotechnology
FLL,Resorts & Casinos
OCFC,Banks—Regional
FTDR,Personal Services
VSAC,Shell Companies
RDW,Aerospace & Defense
OPRX,Health Information Services
RS,Steel
ELF,Household & Personal Products
RCL,Travel Services
SYRA,Medical Care Facilities
VCEL,Biotechnology
NVT,Electrical Equipment & Parts
EYE,Specialty Retail
CEIX,Thermal Coal
PMT,REIT—Mortgage
BLFS,Medical Instruments & Supplies
MIMO,Unknown
RNR,Insurance—Reinsurance
CULP,Textile Manufacturing
TMST,Unknown
BTU,Thermal Coal
SRRK,Biotechnology
TLRY,Drug Manufacturers—Specialty & Generic
OUST,Electronic Components
PNM,Utilities—Regulated Electric
TSBX,Biotechnology
HTHT,Lodging
GTLB,Software—Infrastructure
SGRP,Specialty Business Services
RL,Apparel Manufacturing
PAVS,Packaged Foods
LGL,Electronic Components
COOP,Mortgage Finance
BRK.A,Unknown
CPBI,Shell Companies
BAER,Security & Protection Services
MOTS,Medical Devices
SWAG,Advertising Agencies
BKH,Utilities—Regulated Gas
PRAA,Credit Services
GRWG,Specialty Retail
ASX,Semiconductors
PVL,Oil & Gas E&P
CENX,Aluminum
SKWD,Insurance—Property & Casualty
AKAN,Drug Manufacturers—Specialty & Generic
WPC,REIT—Diversified
GASS,Marine Shipping
GRPN,Internet Content & Information
AAT,REIT—Diversified
BSIG,Asset Management
DMTK,Diagnostics & Research
AMPY,Oil & Gas E&P
GWRS,Utilities—Regulated Water
HASI,Real Estate Services
LQDA,Biotechnology
BWMX,Specialty Retail
HLMN,Tools & Accessories
DUOT,Software—Application
NAAS,Specialty Retail
NEN,Real Estate Services
TIPT,Insurance—Specialty
PHUN,Software—Application
SIF,Aerospace & Defense
SPNT,Insurance—Reinsurance
ALCO,Farm Products
LDOS,Information Technology Services
ATR,Medical Instruments & Supplies
GRFX,Other Industrial Metals & Mining
AAL,Airlines
MCS,Entertainment
CAR,Rental & Leasing Services
ICG,Semiconductors
NA,Semiconductors
RJF,Capital Markets
HLN,Drug Manufacturers—Specialty & Generic
AAME,Insurance—Life
AQMS,Waste Management
APVO,Biotechnology
CHD,Household & Personal Products
XPO,Trucking
PSFE,Software—Infrastructure
GGR,Auto Manufacturers
ROP,Software—Application
AACG,Education & Training Services
MDIA,Broadcasting
INSE,Gambling
MATH,Capital Markets
BBW,Specialty Retail
EP,Oil & Gas E&P
TDOC,Health Information Services
ZIM,Marine Shipping
TR,Confectioners
AGE,Unknown
BRBS,Banks—Regional
CBFV,Banks—Regional
ZS,Software—Infrastructure
MRVL,Semiconductors
CVAC,Biotechnology
PED,Oil & Gas E&P
OMAB,Airports & Air Services
SMX,Specialty Business Services
CVU,Aerospace & Defense
KEYS,Scientific & Technical Instruments
PKBK,Banks—Regional
BGI,Luxury Goods
PAYC,Software—Application
ACLS,Semiconductor Equipment & Materials
GTE,Oil & Gas E&P
MULN,Auto Manufacturers
OEC,Specialty Chemicals
LTRX,Communication Equipment
ETAO,Unknown
ASTL,Steel
AEVA,Software—Infrastructure
NNVC,Biotechnology
ACMR,Semiconductor Equipment & Materials
DRQ,Oil & Gas Equipment & Services
MTG,Insurance—Specialty
SWX,Utilities—Regulated Gas
TWI,Farm & Heavy Construction Machinery
MBIN,Banks—Regional
MRBK,Banks—Regional
PLBC,Banks—Regional
PPC,Packaged Foods
COLM,Apparel Manufacturing
EXAI,Biotechnology
VHC,Software—Infrastructure
DHT,Oil & Gas Midstream
RVNC,Biotechnology
MMV,Entertainment
SUP,Auto Parts
STRM,Health Information Services
SEMR,Software—Application
CIX,Security & Protection Services
GRAB,Software—Application
LUCY,Medical Instruments & Supplies
AXR,Real Estate—Development
SOL,Solar
TNET,Staffing & Employment Services
FIAC,Shell Companies
INTT,Semiconductor Equipment & Materials
NVTS,Semiconductors
FNVT,Shell Companies
FFIV,Software—Infrastructure
UFPI,Lumber & Wood Production
HRI,Rental & Leasing Services
SGHC,Gambling
ECDA,Auto Manufacturers
TLPH,Drug Manufacturers—Specialty & Generic
AGS,Gambling
DHX,Software—Application
PHI,Telecom Services
RKT,Mortgage Finance
OLK,Diagnostics & Research
KD,Information Technology Services
PXDT,Consumer Electronics
LEE,Publishing
KKR,Asset Management
TPR,Luxury Goods
PTIX,Biotechnology
MKL,Insurance—Property & Casualty
SYF,Credit Services
ALLT,Software—Infrastructure
ORIC,Biotechnology
VERX,Software—Application
DOMA,Insurance—Property & Casualty
SVV,Specialty Retail
SEEL,Biotechnology
THAR,Biotechnology
AMNB,Unknown
TVTX,Biotechnology
NC,Thermal Coal
MEG,Waste Management
LIAN,Biotechnology
FTEL,Specialty Retail
HWBK,Banks—Regional
BREZ,Shell Companies
BIDU,Internet Content & Information
AR,Oil & Gas E&P
CVGI,Auto Parts
WYNN,Resorts & Casinos
IBN,Banks—Regional
MMAT,Electronic Components
EXTO,Department Stores
BX,Asset Management
PRLB,Metal Fabrication
LPX,Building Products & Equipment
DAVA,Software—Infrastructure
CDRO,Gambling
LGCB,Internet Retail
MNDY,Software—Application
CPB,Packaged Foods
YHGJ,Packaging & Containers
LPSN,Software—Application
CBRL,Restaurants
GV,Education & Training Services
CXT,Specialty Industrial Machinery
WPP,Advertising Agencies
WTFC,Banks—Regional
AFRM,Software—Infrastructure
IPHA,Biotechnology
HOOD,Capital Markets
YCBD,Drug Manufacturers—Specialty & Generic
BLKB,Software—Application
REVG,Farm & Heavy Construction Machinery
CVV,Specialty Industrial Machinery
SNAL,Electronic Gaming & Multimedia
FUBO,Broadcasting
ORLY,Specialty Retail
OPTN,Drug Manufacturers—Specialty & Generic
HSAI,Auto Parts
VUZI,Consumer Electronics
DTM,Oil & Gas Midstream
DOLE,Farm Products
ATEK,Shell Companies
HUDI,Steel
MAX,Internet Content & Information
APEI,Education & Training Services
SMID,Building Materials
OZK,Banks—Regional
HSDT,Medical Devices
FG,Insurance—Life
NRGV,Utilities—Renewable
AFG,Insurance—Property & Casualty
INFU,Medical Instruments & Supplies
TWLV,Shell Companies
MLKN,"Furnishings, Fixtures & Appliances"
CZWI,Banks—Regional
SKGR,Shell Companies
AAON,Building Products & Equipment
ARYD,Shell Companies
FEBO,Consumer Electronics
NUZE,Packaged Foods
ATMC,Shell Companies
BCC,Building Materials
XTNT,Medical Devices
OPY,Capital Markets
PLXS,Electronic Components
BCOW,Banks—Regional
EKSO,Medical Instruments & Supplies
AXTA,Specialty Chemicals
LANC,Packaged Foods
ALYA,Unknown
HRT,Staffing & Employment Services
VSEC,Aerospace & Defense
HXL,Aerospace & Defense
ENR,Electrical Equipment & Parts
MNOV,Biotechnology
UAMY,Other Industrial Metals & Mining
IVR,REIT—Mortgage
BMA,Banks—Regional
DRH,REIT—Hotel & Motel
TUYA,Software—Infrastructure
NGMS,Unknown
ESS,REIT—Residential
NB,Other Industrial Metals & Mining
PECO,REIT—Retail
ACHL,Biotechnology
NTIP,Specialty Business Services
ESE,Scientific & Technical Instruments
CTLT,Drug Manufacturers—Specialty & Generic
INBS,Medical Devices
RRX,Specialty Industrial Machinery
FSV,Real Estate Services
PLUG,Electrical Equipment & Parts
BKR,Oil & Gas Equipment & Services
GBR,Real Estate Services
BIG,Discount Stores
ATLO,Banks—Regional
STRW,REIT—Healthcare Facilities
NAII,Packaged Foods
ALTU,Unknown
GEOS,Oil & Gas Equipment & Services
ITI,Communication Equipment
KEP,Utilities—Regulated Electric
COST,Discount Stores
GOSS,Biotechnology
OSUR,Medical Instruments & Supplies
AVTE,Biotechnology
EXFY,Software—Application
CTSH,Information Technology Services
COF,Credit Services
RGC,Drug Manufacturers—Specialty & Generic
CNXN,Electronics & Computer Distribution
GHSI,Drug Manufacturers—Specialty & Generic
MTDR,Oil & Gas E&P
LAB,Medical Devices
NTIC,Specialty Chemicals
JAZZ,Biotechnology
SSD,Lumber & Wood Production
MOV,Luxury Goods
NRIM,Banks—Regional
UWMC,Mortgage Finance
ZCMD,Health Information Services
APTM,Unknown
Z,Internet Content & Information
ALG,Farm & Heavy Construction Machinery
GMS,Building Products & Equipment
VRE,REIT—Residential
MSN,Consumer Electronics
GBNH,Unknown
MCW,Personal Services
HEAR,Consumer Electronics
RCON,Oil & Gas Equipment & Services
SILO,Biotechnology
NXGL,Medical Instruments & Supplies
TXRH,Restaurants
RETO,Building Materials
KSS,Department Stores
MOGO,Software—Infrastructure
DPRO,Aerospace & Defense
BOXL,Communication Equipment
VRAX,Biotechnology
SFBS,Banks—Regional
SNDL,Beverages—Wineries & Distilleries
CCRD,Software—Application
LRN,Education & Training Services
QNRX,Biotechnology
CGNX,Scientific & Technical Instruments
NVEI,Software—Infrastructure
MSGE,Leisure
CRS,Metal Fabrication
MEC,Metal Fabrication
SNPX,Biotechnology
CPF,Banks—Regional
VIR,Biotechnology
BLDR,Building Products & Equipment
EXEL,Biotechnology
MURA,Biotechnology
LAKE,Apparel Manufacturing
DSGX,Software—Application
GYRE,Biotechnology
ICVX,Unknown
CSTL,Diagnostics & Research
GFI,Gold
FIHL,Insurance—Diversified
SPOK,Health Information Services
CORT,Biotechnology
SBET,Gambling
AMZN,Internet Retail
SWN,Oil & Gas E&P
UNH,Healthcare Plans
MITQ,Communication Equipment
FLME,Unknown
NRC,Health Information Services
SIEB,Capital Markets
NYAX,Information Technology Services
VERV,Biotechnology
PL,Aerospace & Defense
WISH,Internet Retail
MODD,Medical Devices
DG,Discount Stores
IAS,Advertising Agencies
EDN,Utilities—Regulated Electric
SATX,Communication Equipment
MSI,Communication Equipment
ANGO,Medical Instruments & Supplies
AMAT,Semiconductor Equipment & Materials
TSEM,Semiconductors
NDAQ,Financial Data & Stock Exchanges
TRNS,Industrial Distribution
SAFE,REIT—Diversified
LE,Apparel Retail
PSNL,Diagnostics & Research
ARRY,Solar
SUPV,Banks—Regional
PEPL,Unknown
DLTR,Discount Stores
SBOW,Oil & Gas E&P
DT,Software—Application
DHCA,Unknown
APOG,Building Products & Equipment
FCPT,REIT—Retail
FMNB,Banks—Regional
TGNA,Broadcasting
BRKR,Medical Devices
EVTC,Software—Infrastructure
STER,Software—Infrastructure
LTC,REIT—Healthcare Facilities
INSW,Oil & Gas Midstream
ALXO,Biotechnology
CLLS,Biotechnology
CHEA,Unknown
ESCA,Leisure
VICR,Electronic Components
EWCZ,Household & Personal Products
UAN,Agricultural Inputs
BROS,Restaurants
ACRE,REIT—Mortgage
JKS,Solar
HGBL,Capital Markets
NBSE,Biotechnology
EWBC,Banks—Regional
MLM,Building Materials
VBIV,Biotechnology
CNXA,Unknown
NFBK,Banks—Regional
UGI,Utilities—Regulated Gas
TATT,Aerospace & Defense
OST,Electronic Components
FIXX,Unknown
BUJA,Shell Companies
DOCU,Software—Application
PFIS,Banks—Regional
ARR,REIT—Mortgage
KWE,Aerospace & Defense
NFYS,Shell Companies
DUOL,Software—Application
MKTW,Financial Data & Stock Exchanges
IPA,Biotechnology
SMWB,Software—Application
NXST,Entertainment
DCGO,Medical Care Facilities
HIBB,Apparel Retail
SD,Oil & Gas E&P
JZXN,Auto & Truck Dealerships
SHEL,Oil & Gas Integrated
ONON,Footwear & Accessories
ATOS,Biotechnology
TU,Telecom Services
SEVN,REIT—Mortgage
SWVL,Software—Application
AFAR,Shell Companies
VGR,Tobacco
KALA,Biotechnology
CRGY,Oil & Gas E&P
RGR,Aerospace & Defense
NPWR,Specialty Industrial Machinery
AHI,Software—Application
LNSR,Medical Devices
PCG,Utilities—Regulated Electric
ALLY,Credit Services
SPRY,Biotechnology
WBD,Entertainment
ALL,Insurance—Property & Casualty
KORE,Telecom Services
ASC,Marine Shipping
SLB,Oil & Gas Equipment & Services
CVGW,Food Distribution
ARIS,Utilities—Regulated Water
BW,Specialty Industrial Machinery
NWGL,Lumber & Wood Production
GHM,Specialty Industrial Machinery
CLSD,Biotechnology
AIRT,Conglomerates
CGON,Biotechnology
TME,Internet Content & Information
EFOI,"Furnishings, Fixtures & Appliances"
OTLK,Biotechnology
ACM,Engineering & Construction
ELAN,Drug Manufacturers—Specialty & Generic
ROG,Electronic Components
SCWO,Pollution & Treatment Controls
PAG,Auto & Truck Dealerships
SGU,Oil & Gas Refining & Marketing
DIST,Shell Companies
SELF,REIT—Specialty
BDRX,Biotechnology
AQN,Utilities—Renewable
COYA,Biotechnology
OBE,Oil & Gas E&P
PGRU,Internet Content & Information
BURU,Specialty Industrial Machinery
TAYD,Specialty Industrial Machinery
PGY,Software—Infrastructure
SDPI,Oil & Gas Equipment & Services
ALDX,Biotechnology
IRS,Real Estate Services
MBOT,Medical Instruments & Supplies
PARA,Entertainment
HLX,Oil & Gas Equipment & Services
VATE,Engineering & Construction
MBLY,Auto Parts
LDWY,Advertising Agencies
GSBC,Banks—Regional
WCC,Industrial Distribution
MBTC,Unknown
UCAR,Auto & Truck Dealerships
SG,Restaurants
AMLI,Other Industrial Metals & Mining
PLAY,Entertainment
ATHM,Internet Content & Information
HST,REIT—Hotel & Motel
GIA,Unknown
FNWB,Banks—Regional
ZGN,Apparel Manufacturing
SPH,Utilities—Regulated Gas
WAFD,Banks—Regional
CVM,Biotechnology
CCS,Residential Construction
MMYT,Travel Services
SSKN,Medical Devices
CKPT,Biotechnology
PDCO,Medical Distribution
BEAT,Health Information Services
SAM,Beverages—Brewers
WCN,Waste Management
GRTX,Biotechnology
NWG,Banks—Regional
HAE,Medical Instruments & Supplies
NATR,Packaged Foods
BB,Software—Infrastructure
GOOGL,Internet Content & Information
MRT,Software—Application
REAX,Real Estate Services
CTBI,Banks—Regional
ELTK,Electronic Components
CMI,Specialty Industrial Machinery
BLIN,Software—Infrastructure
TAIT,Electronics & Computer Distribution
CHRW,Integrated Freight & Logistics
OKYO,Biotechnology
VIST,Oil & Gas E&P
OLO,Software—Application
CECO,Pollution & Treatment Controls
PBHC,Banks—Regional
IXHL,Drug Manufacturers—Specialty & Generic
GRC,Specialty Industrial Machinery
GTY,REIT—Retail
KZIA,Biotechnology
BRN,Oil & Gas E&P
STT,Asset Management
FPI,REIT—Specialty
NRSN,Biotechnology
SIX,Leisure
EW,Medical Devices
WMPN,Banks—Regional
PPBT,Biotechnology
ZETA,Software—Application
AEON,Biotechnology
VABK,Banks—Regional
CTAS,Specialty Business Services
TROO,Software—Application
OHI,REIT—Healthcare Facilities
CLRC,Shell Companies
TC,Internet Content & Information
AYRO,Auto Manufacturers
NMFC,Asset Management
YETI,Leisure
VRTS,Asset Management
IMRN,Biotechnology
CDXC,Packaged Foods
RVTY,Diagnostics & Research
URBN,Apparel Retail
CHK,Oil & Gas E&P
CRWS,"Furnishings, Fixtures & Appliances"
CVCO,Residential Construction
BETS,Unknown
ZLAB,Biotechnology
JFU,Information Technology Services
KNDI,Auto Parts
ASTR,Aerospace & Defense
GTN.A,Unknown
INLX,Software—Application
TSVT,Biotechnology
HOFV,Entertainment
MATV,Specialty Chemicals
LOCO,Restaurants
GBX,Railroads
FSBC,Banks—Regional
EME,Engineering & Construction
VICI,REIT—Diversified
ASRV,Banks—Regional
ESRT,REIT—Diversified
CTLP,Information Technology Services
NUS,Household & Personal Products
ARLP,Thermal Coal
SONO,Consumer Electronics
PNNT,Asset Management
FWRD,Integrated Freight & Logistics
CYN,Software—Application
FITB,Banks—Regional
SRCL,Waste Management
PRLH,Shell Companies
VIRT,Capital Markets
CTRM,Marine Shipping
RMAX,Real Estate Services
ALPP,Conglomerates
VERO,Medical Devices
FURY,Other Industrial Metals & Mining
CAMT,Semiconductor Equipment & Materials
UCL,Telecom Services
TRGP,Oil & Gas Midstream
ANIK,Medical Instruments & Supplies
GYRO,Real Estate Services
FLFV,Shell Companies
IMUX,Biotechnology
INTE,Shell Companies
MAXN,Solar
DLA,Apparel Manufacturing
ABAT,Other Industrial Metals & Mining
RCAT,Computer Hardware
SSY,Pharmaceutical Retailers
INGN,Medical Devices
FENG,Internet Content & Information
AENT,Entertainment
FNCH,Biotechnology
FGI,"Furnishings, Fixtures & Appliances"
GATE,Shell Companies
QCRH,Banks—Regional
AMED,Medical Care Facilities
EQIX,REIT—Specialty
MRK,Drug Manufacturers—General
ATRA,Biotechnology
AM,Oil & Gas Midstream
DADA,Internet Retail
QDEL,Medical Devices
ERNA,Biotechnology
AERT,Consulting Services
COHN,Capital Markets
DVN,Oil & Gas E&P
ELTX,Biotechnology
HCWB,Biotechnology
SAFT,Insurance—Property & Casualty
BFS,REIT—Retail
TYRA,Biotechnology
LUNA,Scientific & Technical Instruments
MREO,Biotechnology
TBMC,Shell Companies
PSEC,Asset Management
SLRN,Biotechnology
RDNT,Diagnostics & Research
GAU,Gold
ADM,Farm Products
CUTR,Medical Devices
RDFN,Real Estate Services
AVNT,Specialty Chemicals
FRHC,Capital Markets
MRNA,Biotechnology
HALO,Biotechnology
RAND,Asset Management
BITF,Capital Markets
METC,Coking Coal
AMP,Asset Management
YOU,Software—Application
RELI,Insurance Brokers
TCBK,Banks—Regional
CMC,Steel
HARP,Unknown
JHG,Asset Management
NNOX,Medical Devices
HIG,Insurance—Property & Casualty
MGAM,Electronic Gaming & Multimedia
VKTX,Biotechnology
HOPE,Banks—Regional
PRE,Diagnostics & Research
PEPG,Biotechnology
NYXH,Medical Instruments & Supplies
VOR,Biotechnology
ALC,Medical Instruments & Supplies
WINA,Specialty Retail
PRGO,Drug Manufacturers—Specialty & Generic
APH,Electronic Components
LBTYK,Telecom Services
VMI,Conglomerates
CRT,Oil & Gas E&P
GBTG,Software—Application
KIND,Internet Content & Information
ROOT,Insurance—Property & Casualty
LII,Building Products & Equipment
MC,Capital Markets
PXS,Oil & Gas Midstream
XPOF,Leisure
NWFL,Banks—Regional
NOK,Communication Equipment
PORT,Shell Companies
MORF,Biotechnology
HNRG,Thermal Coal
ARKR,Restaurants
MRSN,Biotechnology
CREX,Software—Application
DAVE,Software—Application
BSBR,Banks—Regional
BWMN,Engineering & Construction
TWKS,Information Technology Services
VTGN,Biotechnology
AGL,Medical Care Facilities
FATE,Biotechnology
RLAY,Biotechnology
TYG,Asset Management
G,Information Technology Services
XWEL,Diagnostics & Research
APTV,Auto Parts
MGRX,Health Information Services
LPTH,Electronic Components
SBS,Utilities—Regulated Water
EML,Tools & Accessories
YGMZ,Trucking
AIG,Insurance—Diversified
WMK,Grocery Stores
OGE,Utilities—Regulated Electric
CNEY,Specialty Chemicals
CCG,Internet Content & Information
SEZL,Credit Services
MKC.V,Unknown
ALTG,Rental & Leasing Services
PSN,Information Technology Services
MYE,Packaging & Containers
DRUG,Biotechnology
TRST,Banks—Regional
KOD,Biotechnology
APPN,Software—Infrastructure
MSFT,Software—Infrastructure
DK,Oil & Gas Refining & Marketing
HNST,Household & Personal Products
BKU,Banks—Regional
AGMH,Computer Hardware
LCW,Shell Companies
AMPE,Biotechnology
ALTR,Software—Infrastructure
IEP,Oil & Gas Refining & Marketing
DKNG,Gambling
TRMB,Scientific & Technical Instruments
BTE,Oil & Gas E&P
LFLY,Pharmaceutical Retailers
CYH,Medical Care Facilities
NPO,Specialty Industrial Machinery
DDI,Electronic Gaming & Multimedia
XRTX,Biotechnology
QLYS,Software—Infrastructure
SEAT,Internet Content & Information
NUVB,Biotechnology
CX,Building Materials
TPVG,Asset Management
NCDL,Unknown
MGRC,Rental & Leasing Services
APCA,Shell Companies
GLST,Shell Companies
PRDO,Education & Training Services
GPI,Auto & Truck Dealerships
GNL,REIT—Diversified
APG,Engineering & Construction
VRDN,Biotechnology
ANET,Computer Hardware
ZBH,Medical Devices
WLKP,Chemicals
GAIN,Asset Management
VZ,Telecom Services
EMCG,Shell Companies
GIC,Industrial Distribution
ACAD,Biotechnology
MYNA,Communication Equipment
LNKB,Banks—Regional
UHS,Medical Care Facilities
ARL,Real Estate Services
FORTY,Information Technology Services
AKRO,Biotechnology
SST,Specialty Business Services
PET,Software—Application
SAIA,Trucking
MNSO,Specialty Retail
AMBO,Education & Training Services
APLE,REIT—Hotel & Motel
ESHA,Shell Companies
PSBD,Unknown
SGA,Broadcasting
NGS,Oil & Gas Equipment & Services
LFWD,Medical Devices
ALRS,Banks—Regional
CALX,Software—Infrastructure
SLG,REIT—Office
TOUR,Travel Services
DRIO,Health Information Services
MLP,Real Estate Services
GHG,Lodging
IDCC,Software—Application
BSRR,Banks—Regional
EDAP,Medical Distribution
CCL,Travel Services
LRFC,Asset Management
HUGE,Drug Manufacturers—Specialty & Generic
OMIC,Medical Instruments & Supplies
OWLT,Health Information Services
VNRX,Diagnostics & Research
CAPT,Unknown
KVHI,Communication Equipment
OBK,Banks—Regional
THTX,Biotechnology
AVY,Packaging & Containers
YUMC,Restaurants
SN,"Furnishings, Fixtures & Appliances"
GDEV,Electronic Gaming & Multimedia
KITT,Aerospace & Defense
ATER,"Furnishings, Fixtures & Appliances"
PLAG,Conglomerates
BTDR,Software—Application
GEN,Software—Infrastructure
IMMR,Software—Application
IMOS,Semiconductors
ROIC,REIT—Retail
CVLY,Banks—Regional
MAR,Lodging
NSPR,Medical Devices
LIVN,Medical Devices
VALN,Biotechnology
CCTG,Electrical Equipment & Parts
BRBR,Packaged Foods
ARCT,Biotechnology
POLA,Electrical Equipment & Parts
CACI,Information Technology Services
DXCM,Medical Devices
SHG,Banks—Regional
SHEN,Telecom Services
SVT,Aerospace & Defense
CHPT,Specialty Retail
LSEA,Real Estate—Development
BFX,Unknown
PZG,Gold
HIW,REIT—Office
SGN,Software—Application
GDST,Shell Companies
VEEE,Recreational Vehicles
AMSF,Insurance—Specialty
ANIX,Biotechnology
TOP,Capital Markets
KOSS,Consumer Electronics
AVGO,Semiconductors
VBTX,Banks—Regional
XGN,Diagnostics & Research
KMB,Household & Personal Products
CHWY,Internet Retail
AORT,Medical Devices
ISTR,Banks—Regional
WHG,Asset Management
CLGN,Biotechnology
EVER,Internet Content & Information
VIOT,"Furnishings, Fixtures & Appliances"
PETS,Pharmaceutical Retailers
SHAP,Unknown
AMR,Coking Coal
DMRC,Information Technology Services
BLUA,Shell Companies
BRAC,Shell Companies
NXTP,Software—Infrastructure
EH,Aerospace & Defense
BCE,Telecom Services
TELA,Medical Devices
MLSS,Medical Instruments & Supplies
MDRX,Health Information Services
HSY,Confectioners
LFCR,Drug Manufacturers—Specialty & Generic
CMLS,Broadcasting
CSV,Personal Services
ZYXI,Medical Distribution
FATH,Conglomerates
IPW,Internet Retail
KREF,REIT—Mortgage
EQR,REIT—Residential
FRES,Biotechnology
APGE,Biotechnology
CHDN,Gambling
GOLF,Leisure
